카테고리: 모든 카테고리,,
,,
??asymptomatic covid: (미국),,
11/1/2020,24,1
11/2/2020,58,1
11/3/2020,49,0
11/4/2020,23,0
11/5/2020,23,0
11/6/2020,29,1
11/7/2020,30,1
11/8/2020,30,0
11/9/2020,38,1
11/10/2020,63,1
11/11/2020,89,1
11/12/2020,80,0
11/13/2020,55,0
11/14/2020,67,1
11/15/2020,54,0
11/16/2020,59,1
11/17/2020,54,0
11/18/2020,68,1
11/19/2020,79,1
11/20/2020,79,0
11/21/2020,78,0
11/22/2020,83,1
11/23/2020,100,1
11/24/2020,60,0
11/25/2020,58,0
11/26/2020,44,0
11/27/2020,59,1
11/28/2020,44,0
11/29/2020,76,1
11/30/2020,62,0
