카테고리: 모든 카테고리,,
,,
??swelling covid: (미국),,
11/1/2020,35,1
11/2/2020,60,1
11/3/2020,89,1
11/4/2020,29,0
11/5/2020,33,1
11/6/2020,12,0
11/7/2020,43,1
11/8/2020,32,0
11/9/2020,43,1
11/10/2020,43,0
11/11/2020,44,1
11/12/2020,0,0
11/13/2020,59,1
11/14/2020,50,0
11/15/2020,65,1
11/16/2020,89,1
11/17/2020,29,0
11/18/2020,45,1
11/19/2020,88,1
11/20/2020,30,0
11/21/2020,100,1
11/22/2020,81,0
11/23/2020,45,0
11/24/2020,30,0
11/25/2020,62,1
11/26/2020,80,1
11/27/2020,95,1
11/28/2020,48,0
11/29/2020,95,1
11/30/2020,70,0
