카테고리: 모든 카테고리,,
,,
??chills covid: (미국),,
11/1/2020,45,1
11/2/2020,43,0
11/3/2020,46,1
11/4/2020,28,0
11/5/2020,50,1
11/6/2020,42,0
11/7/2020,74,1
11/8/2020,68,0
11/9/2020,57,0
11/10/2020,37,0
11/11/2020,46,1
11/12/2020,88,1
11/13/2020,42,0
11/14/2020,47,1
11/15/2020,79,1
11/16/2020,80,1
11/17/2020,63,0
11/18/2020,86,1
11/19/2020,93,1
11/20/2020,74,0
11/21/2020,53,0
11/22/2020,56,1
11/23/2020,86,1
11/24/2020,91,1
11/25/2020,66,0
11/26/2020,60,0
11/27/2020,72,1
11/28/2020,41,0
11/29/2020,100,1
11/30/2020,84,0
