카테고리: 모든 카테고리,,
,,
??Nausea covid: (미국),,
11/1/2020,59,1
11/2/2020,51,0
11/3/2020,37,0
11/4/2020,38,1
11/5/2020,39,1
11/6/2020,43,1
11/7/2020,33,0
11/8/2020,35,1
11/9/2020,63,1
11/10/2020,63,0
11/11/2020,53,0
11/12/2020,43,0
11/13/2020,66,1
11/14/2020,50,0
11/15/2020,61,1
11/16/2020,100,1
11/17/2020,67,0
11/18/2020,73,1
11/19/2020,75,1
11/20/2020,61,0
11/21/2020,63,1
11/22/2020,71,1
11/23/2020,68,0
11/24/2020,83,1
11/25/2020,70,0
11/26/2020,66,0
11/27/2020,56,0
11/28/2020,71,1
11/29/2020,76,1
11/30/2020,56,0
