카테고리: 모든 카테고리,,
,,
??fever covid: (미국),,
11/1/2020,60,1
11/2/2020,63,1
11/3/2020,67,1
11/4/2020,39,0
11/5/2020,49,1
11/6/2020,58,1
11/7/2020,58,0
11/8/2020,62,1
11/9/2020,70,1
11/10/2020,91,1
11/11/2020,88,0
11/12/2020,78,0
11/13/2020,82,1
11/14/2020,76,0
11/15/2020,97,1
11/16/2020,92,0
11/17/2020,100,1
11/18/2020,88,0
11/19/2020,89,1
11/20/2020,86,0
11/21/2020,94,1
11/22/2020,91,0
11/23/2020,82,0
11/24/2020,100,1
11/25/2020,77,0
11/26/2020,76,0
11/27/2020,74,0
11/28/2020,87,1
11/29/2020,81,0
11/30/2020,96,1
