카테고리: 모든 카테고리,,
,,
??redness covid: (미국),,
11/1/2020,0,0
11/2/2020,95,1
11/3/2020,47,0
11/4/2020,62,1
11/5/2020,35,0
11/6/2020,0,0
11/7/2020,0,0
11/8/2020,100,1
11/9/2020,0,0
11/10/2020,46,1
11/11/2020,46,0
11/12/2020,0,0
11/13/2020,47,1
11/14/2020,0,0
11/15/2020,0,0
11/16/2020,93,1
11/17/2020,94,1
11/18/2020,48,0
11/19/2020,47,0
11/20/2020,49,1
11/21/2020,54,1
11/22/2020,0,0
11/23/2020,97,1
11/24/2020,49,0
11/25/2020,50,1
11/26/2020,51,1
11/27/2020,0,0
11/28/2020,52,1
11/29/2020,51,0
11/30/2020,45,0
