카테고리: 모든 카테고리,,
,,
??fever covid: (미국),,
3/1/2020,2,1
3/2/2020,6,1
3/3/2020,3,0
3/4/2020,3,0
3/5/2020,6,1
3/6/2020,6,0
3/7/2020,8,1
3/8/2020,4,0
3/9/2020,8,1
3/10/2020,10,1
3/11/2020,21,1
3/12/2020,28,1
3/13/2020,40,1
3/14/2020,44,1
3/15/2020,52,1
3/16/2020,73,1
3/17/2020,79,1
3/18/2020,81,1
3/19/2020,86,1
3/20/2020,80,0
3/21/2020,91,1
3/22/2020,86,0
3/23/2020,100,1
3/24/2020,91,0
3/25/2020,86,0
3/26/2020,86,0
3/27/2020,88,1
3/28/2020,94,1
3/29/2020,98,1
3/30/2020,93,0
3/31/2020,91,0
4/1/2020,94,1
4/2/2020,91,0
4/3/2020,76,0
4/4/2020,91,1
4/5/2020,84,0
4/6/2020,81,0
4/7/2020,79,0
4/8/2020,69,0
4/9/2020,65,0
4/10/2020,56,0
4/11/2020,67,1
4/12/2020,45,0
4/13/2020,47,1
4/14/2020,54,1
4/15/2020,38,0
4/16/2020,42,1
4/17/2020,34,0
4/18/2020,46,1
4/19/2020,39,0
4/20/2020,40,1
4/21/2020,44,1
4/22/2020,45,1
4/23/2020,41,0
4/24/2020,32,0
4/25/2020,38,1
4/26/2020,32,0
4/27/2020,35,1
4/28/2020,43,1
4/29/2020,39,0
4/30/2020,31,0
5/1/2020,38,1
5/2/2020,28,0
5/3/2020,26,0
5/4/2020,34,1
5/5/2020,32,0
5/6/2020,31,0
5/7/2020,32,1
5/8/2020,30,0
5/9/2020,25,0
5/10/2020,28,1
5/11/2020,36,1
5/12/2020,34,0
5/13/2020,34,0
5/14/2020,39,1
5/15/2020,29,0
5/16/2020,27,0
5/17/2020,29,1
5/18/2020,32,1
5/19/2020,31,0
5/20/2020,30,0
5/21/2020,28,0
5/22/2020,26,0
5/23/2020,33,1
5/24/2020,29,0
5/25/2020,25,0
5/26/2020,30,1
5/27/2020,33,1
5/28/2020,33,0
5/29/2020,30,0
5/30/2020,29,0
5/31/2020,21,0
6/1/2020,29,1
6/2/2020,27,0
6/3/2020,34,1
6/4/2020,29,0
6/5/2020,25,0
6/6/2020,29,1
6/7/2020,31,1
6/8/2020,35,1
6/9/2020,36,1
6/10/2020,32,0
6/11/2020,31,0
6/12/2020,35,1
6/13/2020,31,0
6/14/2020,33,1
6/15/2020,34,1
6/16/2020,39,1
6/17/2020,47,1
6/18/2020,46,0
6/19/2020,45,0
6/20/2020,52,1
6/21/2020,55,1
6/22/2020,60,1
6/23/2020,59,0
6/24/2020,62,1
6/25/2020,64,1
6/26/2020,68,1
6/27/2020,66,0
6/28/2020,75,1
6/29/2020,73,0
6/30/2020,79,1
7/1/2020,86,1
7/2/2020,76,0
7/3/2020,78,1
7/4/2020,79,1
7/5/2020,73,0
7/6/2020,74,1
7/7/2020,91,1
7/8/2020,85,0
7/9/2020,82,0
7/10/2020,81,0
7/11/2020,76,0
7/12/2020,83,1
7/13/2020,78,0
7/14/2020,83,1
7/15/2020,84,1
7/16/2020,87,1
7/17/2020,85,0
7/18/2020,70,0
7/19/2020,75,1
7/20/2020,85,1
7/21/2020,77,0
7/22/2020,78,1
7/23/2020,71,0
7/24/2020,55,0
7/25/2020,69,1
7/26/2020,57,0
7/27/2020,78,1
7/28/2020,79,1
7/29/2020,68,0
7/30/2020,76,1
7/31/2020,72,0
8/1/2020,59,0
8/2/2020,70,1
8/3/2020,78,1
8/4/2020,76,0
8/5/2020,66,0
8/6/2020,61,0
8/7/2020,67,1
8/8/2020,56,0
8/9/2020,62,1
8/10/2020,60,0
8/11/2020,65,1
8/12/2020,75,1
8/13/2020,63,0
8/14/2020,57,0
8/15/2020,58,1
8/16/2020,50,0
8/17/2020,61,1
8/18/2020,54,0
8/19/2020,52,0
8/20/2020,54,1
8/21/2020,49,0
8/22/2020,50,1
8/23/2020,51,1
8/24/2020,62,1
8/25/2020,46,0
8/26/2020,52,1
8/27/2020,52,0
8/28/2020,46,0
8/29/2020,34,0
8/30/2020,44,1
8/31/2020,45,1
9/1/2020,42,0
9/2/2020,52,1
9/3/2020,47,0
9/4/2020,49,1
9/5/2020,47,0
9/6/2020,46,0
9/7/2020,57,1
9/8/2020,56,0
9/9/2020,53,0
9/10/2020,44,0
9/11/2020,39,0
9/12/2020,39,0
9/13/2020,53,1
9/14/2020,44,0
9/15/2020,44,0
9/16/2020,44,0
9/17/2020,45,1
9/18/2020,45,0
9/19/2020,41,0
9/20/2020,45,1
9/21/2020,57,1
9/22/2020,47,0
9/23/2020,54,1
9/24/2020,50,0
9/25/2020,45,0
9/26/2020,46,1
9/27/2020,48,1
9/28/2020,50,1
9/29/2020,46,0
9/30/2020,37,0
10/1/2020,39,1
10/2/2020,63,1
10/3/2020,68,1
10/4/2020,68,0
10/5/2020,73,1
10/6/2020,63,0
10/7/2020,63,0
10/8/2020,54,0
10/9/2020,55,1
10/10/2020,48,0
10/11/2020,52,1
10/12/2020,55,1
10/13/2020,61,1
10/14/2020,54,0
10/15/2020,52,0
10/16/2020,48,0
10/17/2020,42,0
10/18/2020,61,1
10/19/2020,60,0
10/20/2020,62,1
10/21/2020,48,0
10/22/2020,60,1
10/23/2020,46,0
10/24/2020,41,0
10/25/2020,51,1
10/26/2020,52,1
10/27/2020,54,1
10/28/2020,65,1
10/29/2020,63,0
10/30/2020,52,0
10/31/2020,61,1
